ID,stacktrace,original_label,label_generated,,,,
395,"[{'exception': 'java.lang.ClassNotFoundException', 'message': 'Franta', 'frames': [{'function': 'java.lang.Throwable.fillInStackTrace', 'file': 'NativeMethod', 'fileline': None, 'depth': 0}, {'function': 'java.lang.Throwable.fillInStackTrace', 'file': 'CompiledCode', 'fileline': None, 'depth': 1}, {'function': 'java.lang.Throwable.<init>', 'file': 'CompiledCode', 'fileline': None, 'depth': 2}, {'function': 'java.lang.Exception.<init>', 'file': 'CompiledCode', 'fileline': None, 'depth': 3}, {'function': 'java.lang.ClassNotFoundException.<init>', 'file': 'CompiledCode', 'fileline': None, 'depth': 4}, {'function': 'java.net.URLClassLoader$1.run', 'file': 'CompiledCode', 'fileline': None, 'depth': 5}, {'function': 'java.security.AccessController.doPrivileged', 'file': 'NativeMethod', 'fileline': None, 'depth': 6}, {'function': 'java.security.AccessController.doPrivileged', 'file': 'CompiledCode', 'fileline': None, 'depth': 7}, {'function': 'java.net.URLClassLoader.findClass', 'file': 'CompiledCode', 'fileline': None, 'depth': 8}, {'function': 'com.netbeans.developer.impl.ClassLoaderSupport.findClass', 'file': 'CompiledCode', 'fileline': None, 'depth': 9}, {'function': 'java.lang.ClassLoader.loadClass', 'file': 'CompiledCode', 'fileline': None, 'depth': 10}, {'function': 'java.lang.ClassLoader.loadClass', 'file': 'CompiledCode', 'fileline': None, 'depth': 11}, {'function': 'java.lang.Class.forName0', 'file': 'NativeMethod', 'fileline': None, 'depth': 12}, {'function': 'java.lang.Class.forName0', 'file': 'CompiledCode', 'fileline': None, 'depth': 13}, {'function': 'java.lang.Class.forName', 'file': 'CompiledCode', 'fileline': None, 'depth': 14}, {'function': 'com.netbeans.developer.modules.loaders.java.JavaDataObject$JavaInstanceSupport.findClass', 'file': 'JavaDataObject.java', 'fileline': 680, 'depth': 15}, {'function': 'com.netbeans.developer.modules.loaders.java.JavaDataObject$JavaInstanceSupport.instanceClass', 'file': 'JavaDataObject.java', 'fileline': 617, 'depth': 16}, {'function': 'com.netbeans.developer.modules.loaders.java.JavaDataObject$JavaInstanceSupport.instanceCreate', 'file': 'JavaDataObject.java', 'fileline': 653, 'depth': 17}, {'function': 'org.openide.actions.CustomizeBeanAction.customize', 'file': 'CustomizeBeanAction.java', 'fileline': 133, 'depth': 18}, {'function': 'org.openide.actions.CustomizeBeanAction$1.run', 'file': 'CustomizeBeanAction.java', 'fileline': 55, 'depth': 19}, {'function': 'org.openide.util.Task.run', 'file': 'CompiledCode', 'fileline': None, 'depth': 20}, {'function': 'org.openide.util.RequestProcessor$ProcessorThread.run', 'file': 'CompiledCode', 'fileline': None, 'depth': 21}], 'nested': []}]", classnotfoundexception, nullpointerexception,,,,
396,"[{'exception': 'java.lang.ClassCastException', 'message': 'java.util.ArrayList', 'frames': [{'function': 'org.openide.loaders.FolderChildren.refreshChildren', 'file': 'CompiledCode', 'fileline': None, 'depth': 0}, {'function': 'org.openide.loaders.FolderChildren$Addition.acceptDataObject', 'file': 'CompiledCode', 'fileline': None, 'depth': 1}, {'function': 'org.openide.loaders.FolderList.createBoth', 'file': 'CompiledCode', 'fileline': None, 'depth': 2}, {'function': 'org.openide.loaders.FolderList.getObjects', 'file': 'CompiledCode', 'fileline': None, 'depth': 3}, {'function': 'org.openide.loaders.FolderList.getChildrenList', 'file': 'FolderList.java', 'fileline': 136, 'depth': 4}, {'function': 'org.openide.loaders.DataFolder.getChildrenList', 'file': 'CompiledCode', 'fileline': None, 'depth': 5}, {'function': 'org.openide.loaders.FolderChildren$Addition.run', 'file': 'CompiledCode', 'fileline': None, 'depth': 6}, {'function': 'org.openide.util.Task.run', 'file': 'CompiledCode', 'fileline': None, 'depth': 7}, {'function': 'org.openide.util.RequestProcessor$ProcessorThread.run', 'file': 'CompiledCode', 'fileline': None, 'depth': 8}], 'nested': []}]", classcastexception,stackoverflowerror unsupportedencodingexception,,,,
397,"[{'exception': 'java.lang.NullPointerException', 'message': None, 'frames': [{'function': 'java.lang.Class.forName0', 'file': 'NativeMethod', 'fileline': None, 'depth': 0}, {'function': 'java.lang.Class.forName0', 'file': 'CompiledCode', 'fileline': None, 'depth': 1}, {'function': 'java.lang.Class.forName', 'file': 'CompiledCode', 'fileline': None, 'depth': 2}, {'function': 'javax.swing.JEditorPane.createEditorKitForContentType', 'file': 'JEditorPane.java', 'fileline': 849, 'depth': 3}, {'function': 'org.openide.text.EditorSupport.createEditorKit', 'file': 'EditorSupport.java', 'fileline': 581, 'depth': 4}], 'nested': []}]", nullpointerexception, nullpointerexception,,,,
398,"[{'exception': 'java.lang.ClassCastException', 'message': 'java.util.ArrayList', 'frames': [{'function': 'org.openide.loaders.FolderChildren.refreshChildren', 'file': 'CompiledCode', 'fileline': None, 'depth': 0}, {'function': 'org.openide.loaders.FolderChildren$Addition.acceptDataObject', 'file': 'CompiledCode', 'fileline': None, 'depth': 1}, {'function': 'org.openide.loaders.FolderList.createBoth', 'file': 'CompiledCode', 'fileline': None, 'depth': 2}, {'function': 'org.openide.loaders.FolderList.getObjects', 'file': 'CompiledCode', 'fileline': None, 'depth': 3}, {'function': 'org.openide.loaders.FolderList.getChildrenList', 'file': 'CompiledCode', 'fileline': None, 'depth': 4}, {'function': 'org.openide.loaders.DataFolder.getChildrenList', 'file': 'CompiledCode', 'fileline': None, 'depth': 5}, {'function': 'org.openide.loaders.FolderChildren$Addition.run', 'file': 'CompiledCode', 'fileline': None, 'depth': 6}, {'function': 'org.openide.util.Task.run', 'file': 'CompiledCode', 'fileline': None, 'depth': 7}, {'function': 'org.openide.util.RequestProcessor$ProcessorThread.run', 'file': 'CompiledCode', 'fileline': None, 'depth': 8}], 'nested': []}]", classcastexception,stackoverflowerror unsupportedencodingexception,,,,
399,"[{'exception': 'java.lang.IllegalArgumentException', 'message': 'object is not an instance of declaring class', 'frames': [{'function': 'java.lang.reflect.Method.invoke', 'file': 'NativeMethod', 'fileline': None, 'depth': 0}, {'function': 'org.openide.nodes.PropertySupport$Reflection.setValue', 'file': 'PropertySupport.java', 'fileline': 208, 'depth': 1}, {'function': 'org.openide.explorer.propertysheet.PropertyDetails.setPropertyValue', 'file': 'PropertyDetails.java', 'fileline': 187, 'depth': 2}, {'function': 'org.openide.explorer.propertysheet.PropertyDisplayer.setPropertyValue', 'file': 'PropertyDisplayer.java', 'fileline': 357, 'depth': 3}, {'function': 'org.openide.explorer.propertysheet.PropertyDisplayer.setAsText', 'file': 'PropertyDisplayer.java', 'fileline': 777, 'depth': 4}, {'function': 'org.openide.explorer.propertysheet.PropertyDisplayer$6.actionPerformed', 'file': 'PropertyDisplayer.java', 'fileline': 638, 'depth': 5}, {'function': 'javax.swing.JTextField.fireActionPerformed', 'file': 'JTextField.java', 'fileline': 409, 'depth': 6}, {'function': 'javax.swing.JTextField.postActionEvent', 'file': 'JTextField.java', 'fileline': 443, 'depth': 7}, {'function': 'javax.swing.JTextField$NotifyAction.actionPerformed', 'file': 'JTextField.java', 'fileline': 537, 'depth': 8}, {'function': 'javax.swing.text.JTextComponent.mapEventToAction', 'file': 'JTextComponent.java', 'fileline': 966, 'depth': 9}, {'function': 'javax.swing.text.JTextComponent.processComponentKeyEvent', 'file': 'JTextComponent.java', 'fileline': 1431, 'depth': 10}, {'function': 'javax.swing.JComponent.processKeyEvent', 'file': 'JComponent.java', 'fileline': 1538, 'depth': 11}, {'function': 'java.awt.Component.processEvent', 'file': 'Component.java', 'fileline': 3008, 'depth': 12}, {'function': 'java.awt.Container.processEvent', 'file': 'Container.java', 'fileline': 990, 'depth': 13}, {'function': 'java.awt.Component.dispatchEventImpl', 'file': 'Component.java', 'fileline': 2394, 'depth': 14}, {'function': 'java.awt.Container.dispatchEventImpl', 'file': 'Container.java', 'fileline': 1035, 'depth': 15}, {'function': 'java.awt.Component.dispatchEvent', 'file': 'Component.java', 'fileline': 2307, 'depth': 16}, {'function': 'java.awt.LightweightDispatcher.processKeyEvent', 'file': 'Container.java', 'fileline': 1766, 'depth': 17}, {'function': 'java.awt.LightweightDispatcher.dispatchEvent', 'file': 'Container.java', 'fileline': 1740, 'depth': 18}, {'function': 'java.awt.Container.dispatchEventImpl', 'file': 'Container.java', 'fileline': 1022, 'depth': 19}, {'function': 'java.awt.Window.dispatchEventImpl', 'file': 'Window.java', 'fileline': 749, 'depth': 20}, {'function': 'java.awt.Component.dispatchEvent', 'file': 'Component.java', 'fileline': 2307, 'depth': 21}, {'function': 'java.awt.EventQueue.dispatchEvent', 'file': 'EventQueue.java', 'fileline': 287, 'depth': 22}, {'function': 'java.awt.EventDispatchThread.pumpOneEvent', 'file': 'EventDispatchThread.java', 'fileline': 101, 'depth': 23}], 'nested': []}]", illegalargumentexception, zipexception,,,,
400,"[{'exception': 'java.lang.StringIndexOutOfBoundsException', 'message': 'String index out of range: 114', 'frames': [{'function': 'java.lang.StringBuffer.charAt', 'file': 'StringBuffer.java', 'fileline': 276, 'depth': 0}, {'function': 'com.netbeans.regexp.StreamCharacterIterator.charAt', 'file': 'StreamCharacterIterator.java', 'fileline': 68, 'depth': 1}, {'function': 'com.netbeans.regexp.RE.isNewline', 'file': 'RE.java', 'fileline': 1661, 'depth': 2}, {'function': 'com.netbeans.regexp.RE.matchNodes', 'file': 'RE.java', 'fileline': 935, 'depth': 3}, {'function': 'com.netbeans.regexp.RE.matchAt', 'file': 'RE.java', 'fileline': 1341, 'depth': 4}, {'function': 'com.netbeans.regexp.RE.match', 'file': 'RE.java', 'fileline': 1391, 'depth': 5}, {'function': 'org.openide.compiler.ErrorsParsingThread.run1', 'file': 'ErrorsParsingThread.java', 'fileline': 413, 'depth': 6}, {'function': 'org.openide.compiler.ErrorsParsingThread.run', 'file': 'ErrorsParsingThread.java', 'fileline': 260, 'depth': 7}], 'nested': []}]", stringindexoutofboundsexception, stringindexoutofboundsexception,,,,
401,"[{'exception': 'java.lang.ArrayIndexOutOfBoundsException', 'message': None, 'frames': [{'function': 'org.openide.explorer.view.VisualizerChildren.reordered', 'file': 'VisualizerChildren.java', 'fileline': 136, 'depth': 0}, {'function': 'org.openide.explorer.view.VisualizerEvent$Reordered.run', 'file': 'VisualizerEvent.java', 'fileline': 164, 'depth': 1}, {'function': 'javax.swing.SystemEventQueueUtilities.processRunnableEvent', 'file': 'SystemEventQueueUtilities.java', 'fileline': 366, 'depth': 2}, {'function': 'javax.swing.SystemEventQueueUtilities.access$0', 'file': 'SystemEventQueueUtilities.java', 'fileline': 362, 'depth': 3}, {'function': 'javax.swing.SystemEventQueueUtilities$RunnableTarget.processEvent', 'file': 'SystemEventQueueUtilities.java', 'fileline': 403, 'depth': 4}, {'function': 'java.awt.Component.dispatchEventImpl', 'file': 'Component.java', 'fileline': 2394, 'depth': 5}, {'function': 'java.awt.Component.dispatchEvent', 'file': 'Component.java', 'fileline': 2307, 'depth': 6}, {'function': 'java.awt.EventQueue.dispatchEvent', 'file': 'EventQueue.java', 'fileline': 287, 'depth': 7}, {'function': 'java.awt.EventDispatchThread.pumpOneEvent', 'file': 'EventDispatchThread.java', 'fileline': 101, 'depth': 8}, {'function': 'java.awt.EventDispatchThread.pumpEvents', 'file': 'EventDispatchThread.java', 'fileline': 92, 'depth': 9}, {'function': 'java.awt.EventDispatchThread.run', 'file': 'EventDispatchThread.java', 'fileline': 83, 'depth': 10}], 'nested': []}]", arrayindexoutofboundsexception, arrayindexoutofboundsexception,,,,
402,"[{'exception': 'java.lang.ClassNotFoundException', 'message': 'tutorial.colorpicker.ColorPreviewBeanInfo', 'frames': [{'function': 'com.netbeans.developer.modules.loaders.java.JavaDataObject$JavaInstanceSupport.instanceCreate', 'file': 'JavaDataObject.java', 'fileline': 647, 'depth': 0}, {'function': 'org.openide.actions.CustomizeBeanAction.customize', 'file': 'CustomizeBeanAction.java', 'fileline': 133, 'depth': 1}, {'function': 'org.openide.actions.CustomizeBeanAction$1.run', 'file': 'CustomizeBeanAction.java', 'fileline': 55, 'depth': 2}, {'function': 'org.openide.util.Task.run', 'file': 'Task.java', 'fileline': 127, 'depth': 3}], 'nested': []}]", classnotfoundexception, nullpointerexception,,,,
403,"[{'exception': 'com.netbeans.editor.GuardedException', 'message': 'Attempt to remove from guarded block', 'frames': [{'function': 'com.netbeans.editor.StyledGuardedDocument.beforeRemoveUpdate', 'file': 'StyledGuardedDocument.java', 'fileline': 163, 'depth': 0}, {'function': 'com.netbeans.editor.BaseDocument.remove', 'file': 'BaseDocument.java', 'fileline': 644, 'depth': 1}, {'function': 'com.netbeans.editor.ext.JCQuery.updateText', 'file': 'JCQuery.java', 'fileline': 435, 'depth': 2}, {'function': 'com.netbeans.editor.ext.JCView.updateText', 'file': 'JCView.java', 'fileline': 194, 'depth': 3}, {'function': 'com.netbeans.editor.ext.JavaKit$JavaInsertTabAction.actionPerformed', 'file': 'JavaKit.java', 'fileline': 236, 'depth': 4}, {'function': 'com.netbeans.editor.BaseAction.actionPerformed', 'file': 'BaseAction.java', 'fileline': 118, 'depth': 5}, {'function': 'javax.swing.text.JTextComponent.mapEventToAction', 'file': 'JTextComponent.java', 'fileline': 966, 'depth': 6}, {'function': 'javax.swing.text.JTextComponent.processComponentKeyEvent', 'file': 'JTextComponent.java', 'fileline': 1431, 'depth': 7}, {'function': 'javax.swing.JEditorPane.processComponentKeyEvent', 'file': 'JEditorPane.java', 'fileline': 1034, 'depth': 8}, {'function': 'javax.swing.JComponent.processKeyEvent', 'file': 'JComponent.java', 'fileline': 1538, 'depth': 9}, {'function': 'java.awt.Component.processEvent', 'file': 'Component.java', 'fileline': 3008, 'depth': 10}, {'function': 'java.awt.Container.processEvent', 'file': 'Container.java', 'fileline': 990, 'depth': 11}, {'function': 'java.awt.Component.dispatchEventImpl', 'file': 'Component.java', 'fileline': 2394, 'depth': 12}, {'function': 'java.awt.Container.dispatchEventImpl', 'file': 'Container.java', 'fileline': 1035, 'depth': 13}, {'function': 'java.awt.Component.dispatchEvent', 'file': 'Component.java', 'fileline': 2307, 'depth': 14}, {'function': 'java.awt.LightweightDispatcher.processKeyEvent', 'file': 'Container.java', 'fileline': 1766, 'depth': 15}, {'function': 'java.awt.LightweightDispatcher.dispatchEvent', 'file': 'Container.java', 'fileline': 1740, 'depth': 16}, {'function': 'java.awt.Container.dispatchEventImpl', 'file': 'Container.java', 'fileline': 1022, 'depth': 17}, {'function': 'java.awt.Window.dispatchEventImpl', 'file': 'Window.java', 'fileline': 749, 'depth': 18}, {'function': 'java.awt.Component.dispatchEvent', 'file': 'Component.java', 'fileline': 2307, 'depth': 19}, {'function': 'java.awt.EventQueue.dispatchEvent', 'file': 'EventQueue.java', 'fileline': 287, 'depth': 20}, {'function': 'java.awt.EventDispatchThread.pumpOneEvent', 'file': 'EventDispatchThread.java', 'fileline': 101, 'depth': 21}, {'function': 'java.awt.EventDispatchThread.pumpEvents', 'file': 'EventDispatchThread.java', 'fileline': 92, 'depth': 22}, {'function': 'java.awt.EventDispatchThread.run', 'file': 'EventDispatchThread.java', 'fileline': 83, 'depth': 23}], 'nested': []}]", guardedexception, nullpointerexception,,,,
404,"[{'exception': 'java.lang.ClassNotFoundException', 'message': 'com.netbeans.ide.filesystems.DefaultAttributes$Table', 'frames': [{'function': 'java.io.ObjectInputStream.inputObject', 'file': 'ObjectInputStream.java', 'fileline': 981, 'depth': 0}, {'function': 'java.io.ObjectInputStream.readObject', 'file': 'ObjectInputStream.java', 'fileline': 369, 'depth': 1}, {'function': 'java.io.ObjectInputStream.readObject', 'file': 'ObjectInputStream.java', 'fileline': 232, 'depth': 2}, {'function': 'org.openide.filesystems.DefaultAttributes.loadTable', 'file': 'DefaultAttributes.java', 'fileline': 402, 'depth': 3}, {'function': 'org.openide.filesystems.DefaultAttributes.load', 'file': 'DefaultAttributes.java', 'fileline': 364, 'depth': 4}, {'function': 'org.openide.filesystems.DefaultAttributes.loadTable', 'file': 'DefaultAttributes.java', 'fileline': 344, 'depth': 5}, {'function': 'org.openide.filesystems.DefaultAttributes.readAttribute', 'file': 'DefaultAttributes.java', 'fileline': 145, 'depth': 6}, {'function': 'org.openide.filesystems.AbstractFileObject.getAttribute', 'file': 'AbstractFileObject.java', 'fileline': 336, 'depth': 7}, {'function': 'org.openide.loaders.DataLoaderPool.findDataObject', 'file': 'DataLoaderPool.java', 'fileline': 341, 'depth': 8}, {'function': 'org.openide.loaders.FolderList.createBoth', 'file': 'FolderList.java', 'fileline': 360, 'depth': 9}, {'function': 'org.openide.loaders.FolderList.getObjects', 'file': 'FolderList.java', 'fileline': 240, 'depth': 10}, {'function': 'org.openide.loaders.FolderList.getChildrenList', 'file': 'FolderList.java', 'fileline': 136, 'depth': 11}, {'function': 'org.openide.loaders.DataFolder.getChildrenList', 'file': 'DataFolder.java', 'fileline': 223, 'depth': 12}, {'function': 'org.openide.loaders.FolderChildren$Addition.run', 'file': 'FolderChildren.java', 'fileline': 292, 'depth': 13}, {'function': 'org.openide.util.Task.run', 'file': 'Task.java', 'fileline': 127, 'depth': 14}, {'function': 'org.openide.util.RequestProcessor$ProcessorThread.run', 'file': 'RequestProcessor.java', 'fileline': 519, 'depth': 15}], 'nested': []}]", classnotfoundexception, classnotfoundexception,,,,
405,"[{'exception': 'org.openide.util.io.SafeException', 'message': None, 'frames': [{'function': 'org.openide.util.io.NbObjectInputStream.readSafely', 'file': 'NbObjectInputStream.java', 'fileline': 88, 'depth': 0}, {'function': 'com.netbeans.developer.impl.ModuleInstaller.deExternalizeModules', 'file': 'ModuleInstaller.java', 'fileline': 659, 'depth': 1}, {'function': 'com.netbeans.developer.impl.ModuleInstaller.initialize', 'file': 'ModuleInstaller.java', 'fileline': 169, 'depth': 2}, {'function': 'com.netbeans.developer.impl.Main.main', 'file': 'Main.java', 'fileline': 539, 'depth': 3}, {'function': 'com.netbeans.developer.Main.main', 'file': 'Main.java', 'fileline': 28, 'depth': 4}], 'nested': []}]", safeexception,outofmemoryerror classnotfoundexception,,,,
